180205-05,2,0,R,L,mean,nice,1,1,2/5/2018,10:10
180205-05,2,1,R,NA,polite,nice,1,NA,2/5/2018,10:10
180205-05,2,2,L,NA,rude,nice,1,NA,2/5/2018,10:10
180205-05,2,3,R,NA,rude,nice,1,NA,2/5/2018,10:10
180205-05,2,4,R,NA,polite,nice,1,NA,2/5/2018,10:10
180205-05,2,5,R,NA,rude,nice,1,NA,2/5/2018,10:10
180205-05,2,6,L,NA,polite,nice,1,NA,2/5/2018,10:10
180205-05,2,7,R,NA,rude,nice,1,NA,2/5/2018,10:10
180205-05,2,8,R,NA,polite,nice,1,NA,2/5/2018,10:10
180205-05,2,9,R,NA,rude,nice,1,NA,2/5/2018,10:10
180205-05,2,10,L,NA,polite,nice,1,NA,2/5/2018,10:10
180205-05,2,11,L,NA,rude,nice,1,NA,2/5/2018,10:10
180205-05,2,12,L,NA,polite,nice,0,NA,2/5/2018,10:10
