180419-01,1,0,L,R,mean,nice,1,1,4/19/2018,8:36
180419-01,2,0,R,L,mean,nice,1,1,4/19/2018,8:43
180419-01,2,1,R,NA,polite,nice,1,NA,4/19/2018,8:43
180419-01,2,2,R,NA,rude,nice,0,NA,4/19/2018,8:43
180419-01,2,3,R,NA,rude,nice,1,NA,4/19/2018,8:43
180419-01,2,4,R,NA,polite,nice,1,NA,4/19/2018,8:43
180419-01,2,5,R,NA,rude,nice,1,NA,4/19/2018,8:43
180419-01,2,6,L,NA,polite,nice,1,NA,4/19/2018,8:43
180419-01,2,7,R,NA,rude,nice,1,NA,4/19/2018,8:43
180419-01,2,8,R,NA,polite,nice,1,NA,4/19/2018,8:43
180419-01,2,9,R,NA,rude,nice,1,NA,4/19/2018,8:43
180419-01,2,10,L,NA,polite,nice,1,NA,4/19/2018,8:43
180419-01,2,11,R,NA,rude,nice,0,NA,4/19/2018,8:43
180419-01,2,12,R,NA,polite,nice,1,NA,4/19/2018,8:43
