170228-01,2,0,R,L,mean,nice,1,1,2/28/17,12:39
170228-01,2,1,R,R,polite,comp,1,1,2/28/17,12:39
170228-01,2,2,L,R,rude,play,1,1,2/28/17,12:39
170228-01,2,3,R,L,mean,play,1,1,2/28/17,12:39
170228-01,2,4,R,R,nice,play,1,0,2/28/17,12:39
170228-01,2,5,R,L,rude,comp,1,1,2/28/17,12:39
170228-01,2,6,L,L,polite,comp,1,1,2/28/17,12:39
170228-01,2,7,R,L,rude,play,1,1,2/28/17,12:39
170228-01,2,8,R,R,nice,comp,1,1,2/28/17,12:39
170228-01,2,9,R,L,mean,comp,1,1,2/28/17,12:39
170228-01,2,10,L,L,nice,play,1,1,2/28/17,12:39
170228-01,2,11,L,R,mean,comp,1,1,2/28/17,12:39
170228-01,2,12,R,R,polite,play,1,1,2/28/17,12:39
