170307-01,1,0,L,R,mean,nice,1,1,3/7/2017,12:35
170307-01,1,1,L,L,polite,play,1,1,3/7/2017,12:35
170307-01,1,2,L,L,nice,comp,1,1,3/7/2017,12:35
170307-01,1,3,L,R,mean,play,1,1,3/7/2017,12:35
170307-01,1,4,R,R,nice,comp,1,1,3/7/2017,12:35
170307-01,1,5,R,L,mean,comp,1,1,3/7/2017,12:35
170307-01,1,6,R,R,polite,play,1,1,3/7/2017,12:35
170307-01,1,7,R,R,nice,play,1,1,3/7/2017,12:35
170307-01,1,8,R,L,mean,play,1,1,3/7/2017,12:35
170307-01,1,9,L,L,rude,comp,1,0,3/7/2017,12:35
170307-01,1,10,L,L,polite,comp,1,1,3/7/2017,12:35
170307-01,1,11,R,L,rude,play,1,1,3/7/2017,12:35
170307-01,1,12,L,R,rude,comp,1,1,3/7/2017,12:35
